# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
E9PE29	E9PE29	uc001zpx.3	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
E9PE84	E9PE84	uc003nsq.4	protein_coding	5	16	14	38	1	0	0	0	0	0	0	1	42	14	0	0	0	0	6	0	4	0	10	1
E9PEB8	E9PEB8	uc002rgb.4	protein_coding	1	6	9	38	2	0	1	0	0	0	0	0	37	9	0	0	0	0	4	0	1	0	2	2
E9PEI3	E9PEI3	uc011lfh.2	protein_coding	0	2	3	93	1	0	0	0	0	0	1	0	91	3	0	0	0	0	0	0	0	0	2	0
E9PEP1	E9PEP1	uc010cvm.1	protein_coding	1	5	4	42	1	0	0	0	0	0	20	0	21	4	0	0	0	0	1	0	1	0	4	1
E9PEP1	E9PEP1	uc010wdr.2	protein_coding	1	6	3	34	0	0	0	0	0	0	14	0	21	3	0	0	0	0	2	0	1	0	4	1
E9PER5	E9PER5	uc011bqc.1	protein_coding	0	0	1	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
E9PEZ2	E9PEZ2	uc003llc.4	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
E9PEZ2	E9PEZ2	uc021yeq.1	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
E9PF50	E9PF50	uc011lfi.2	protein_coding	0	1	2	53	6	0	0	0	0	0	6	0	41	2	0	0	0	0	0	0	0	0	1	0
E9PFD3	E9PFD3	uc003doj.3	protein_coding	2	0	3	52	6	0	0	0	0	0	0	0	45	3	0	0	0	0	0	0	2	0	0	1
E9PFE0	E9PFE0	uc002dak.4	protein_coding	0	4	4	95	3	0	0	0	0	0	9	0	83	4	0	0	0	0	0	0	0	0	4	0
E9PFN0	E9PFN0	uc011bgb.2	protein_coding	0	3	3	44	4	0	0	0	0	0	0	0	42	3	0	0	0	0	2	0	0	0	1	0
E9PFS7	E9PFS7	uc010pyl.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
E9PFV9	E9PFV9	uc010oct.2	protein_coding	0	2	5	54	3	2	2	0	0	0	0	0	49	5	0	0	0	0	0	0	0	0	0	0
E9PG29	E9PG29	uc002vfl.3	protein_coding	0	4	5	22	0	1	1	0	0	0	5	0	17	5	0	0	0	0	1	0	0	0	2	0
E9PGC0	E9PGC0	uc011ctw.2	protein_coding	0	1	0	48	1	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	1	4
E9PGW9	E9PGW9	uc003wyh.3	protein_coding	1	4	3	20	0	0	0	0	0	0	4	0	16	3	0	0	0	0	0	0	1	0	4	0
E9PGY0	E9PGY0	uc010ugn.1	protein_coding	2	2	7	82	0	0	0	0	0	0	6	0	77	7	0	0	0	0	2	0	2	0	1	0
E9PGZ0	E9PGZ0	uc001efm.3	protein_coding	0	1	8	34	4	0	1	0	0	0	0	0	29	8	0	0	0	0	0	0	0	0	1	0
E9PH06	E9PH06	uc003hua.4	protein_coding	0	1	2	35	2	0	0	0	0	0	0	0	33	2	0	0	0	0	1	0	0	0	1	0
E9PH62	E9PH62	uc003xzn.3	protein_coding	0	2	3	93	1	0	0	0	0	0	1	0	91	3	0	0	0	0	0	0	0	0	2	0
E9PHA9	E9PHA9	uc003dwa.3	protein_coding	0	0	1	17	4	0	1	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	5
E9PHB3	E9PHB3	uc009zew.1	protein_coding	1	1	4	13	1	0	0	0	0	0	4	0	2	4	0	0	0	0	1	0	1	0	0	6
E9PHR3	E9PHR3	uc010xcc.3	protein_coding	0	0	0	44	6	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	3
E9PHW4	E9PHW4	uc003kuw.4	protein_coding	0	3	6	18	2	0	0	0	0	0	1	0	15	6	0	0	0	0	1	0	0	0	2	1
E9PIC0	E9PIC0	uc031qef.1	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	1
E9PIG3	E9PIG3	uc031qee.1	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	1
E9PIN3	E9PIN3	uc009yog.1	protein_coding	1	4	1	24	0	0	0	0	0	0	2	0	18	1	0	0	0	0	1	0	1	0	3	5
E9PIQ1	E9PIQ1	uc001uua.1	protein_coding	1	1	4	16	0	0	0	0	0	0	3	0	13	4	0	0	0	0	0	0	1	0	1	0
E9PLE3	E9PLE3	uc001pmu.2	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
E9PLP3	E9PLP3	uc009yzl.2	protein_coding	0	0	2	22	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0
E9PN05	E9PN05	uc010rtl.2	protein_coding	1	1	0	54	2	0	0	0	0	0	0	0	53	0	0	0	1	0	0	0	0	0	1	0
E9PQ94	E9PQ94	uc001qtp.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
E9PQI9	E9PQI9	uc031qeg.1	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	1
E9PSF5	E9PSF5	uc001mgh.2	protein_coding	0	4	0	32	4	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	3	0
F1D8N9	F1D8N9	uc002hun.2	protein_coding	0	3	5	52	3	2	9	0	0	0	0	0	29	5	0	0	0	0	0	0	0	0	1	11
F1T0A4	F1T0A4	uc021vbi.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
F2YMM1	F2YMM1	uc022aov.1	protein_coding	1	2	4	25	1	0	0	0	0	0	0	0	25	4	0	0	0	0	3	0	1	0	1	0
F2Z2B5	F2Z2B5	uc010faq.3	protein_coding	2	3	0	25	3	1	3	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	2	0
F2Z2B5	F2Z2B5	uc010ynv.2	protein_coding	2	3	0	25	3	1	3	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	2	0
F2Z382	F2Z382	uc003nck.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
F4YA14	F4YA14	uc022ayo.2	protein_coding	0	0	0	9	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2
F5GWH1	F5GWH1	uc011kgs.1	protein_coding	0	1	3	70	0	0	0	0	0	0	0	0	70	3	0	0	0	0	0	0	0	0	1	0
F5GWK7	F5GWK7	uc011kgr.1	protein_coding	0	1	3	70	0	0	0	0	0	0	0	0	70	3	0	0	0	0	0	0	0	0	1	0
F5GWU0	F5GWU0	uc011cdo.2	protein_coding	2	0	2	42	3	0	2	0	0	0	0	0	34	2	0	0	2	0	0	0	0	0	0	5
F5GXG7	F5GXG7	uc010rqi.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
F5GXK9	F5GXK9	uc011cmm.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
F5GY10	F5GY10	uc010bft.3	protein_coding	2	2	4	44	7	1	1	0	0	0	1	0	33	4	0	0	0	0	1	0	2	0	1	2
F5GYK5	F5GYK5	uc010zvl.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F5GZT4	F5GZT4	uc011dgn.2	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
F5H039	F5H039	uc010tss.2	protein_coding	1	5	7	109	3	2	7	0	0	0	1	0	99	7	0	0	1	0	0	0	0	0	3	0
F5H0C3	F5H0C3	uc001rlz.3	protein_coding	3	7	10	45	1	0	0	0	0	0	0	0	45	10	0	0	1	0	0	0	2	0	7	0
F5H0V3	F5H0V3	uc010ziz.1	protein_coding	0	2	2	13	0	0	1	0	0	0	5	0	7	2	0	0	0	0	0	0	0	0	2	0
F5H1H2	F5H1H2	uc001jon.1	protein_coding	1	1	2	39	0	0	0	0	0	0	3	1	35	2	0	0	0	0	0	0	0	0	1	1
F5H1T4	F5H1T4	uc002hsl.3	protein_coding	3	3	3	29	0	0	0	0	0	0	5	0	24	3	0	0	0	0	1	0	3	0	2	1
F5H1V8	F5H1V8	uc002kyh.4	protein_coding	0	0	0	30	6	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
F5H219	F5H219	uc010skl.2	protein_coding	3	7	10	45	1	0	0	0	0	0	0	0	45	10	0	0	1	0	0	0	2	0	7	0
F5H228	F5H228	uc011cna.1	protein_coding	3	9	6	78	2	0	0	0	0	0	4	0	73	6	0	0	0	0	1	0	3	0	8	0
F5H3A1	F5H3A1	uc010oww.2	protein_coding	2	3	5	56	1	1	3	0	0	0	11	0	41	5	0	0	2	0	1	0	0	0	2	2
F5H3T5	F5H3T5	uc010poj.1	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
F5H422	F5H422	uc003qoy.2	protein_coding	0	0	3	36	0	0	0	0	0	0	12	0	24	3	0	0	0	0	0	0	0	0	0	0
F5H422	F5H422	uc003qoz.2	protein_coding	0	0	3	36	0	0	0	0	0	0	12	0	24	3	0	0	0	0	0	0	0	0	0	0
F5H4Q0	F5H4Q0	uc003qpa.1	protein_coding	0	5	4	59	1	0	0	0	0	0	4	0	52	4	0	0	0	0	1	0	0	0	4	3
F5H6L9	F5H6L9	uc009zeh.1	protein_coding	0	5	4	48	0	0	0	0	0	0	3	0	46	4	0	0	0	0	1	0	0	0	4	0
F5H6R8	F5H6R8	uc010kiy.1	protein_coding	2	5	5	5	0	0	0	0	0	0	0	0	6	5	0	0	0	0	1	0	2	0	4	0
F5H6U6	F5H6U6	uc010poi.2	protein_coding	1	5	2	68	12	0	3	0	0	0	0	0	55	2	0	0	0	0	2	0	1	0	3	0
F5H7Y9	F5H7Y9	uc011dvt.2	protein_coding	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
F5H8L4	F5H8L4	uc001pqi.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
F6RY50	F6RY50	uc010rom.1	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
F8VPG7	F8VPG7	uc001pbn.3	protein_coding	1	1	2	52	2	0	2	0	0	0	0	0	47	2	0	0	1	0	0	0	0	0	1	2
F8VPI7	F8VPI7	uc003xzp.3	protein_coding	0	1	2	53	6	0	0	0	0	0	6	0	41	2	0	0	0	0	0	0	0	0	1	0
F8VPI7	F8VPI7	uc010lzk.3	protein_coding	0	1	2	53	6	0	0	0	0	0	6	0	41	2	0	0	0	0	0	0	0	0	1	0
F8VRN5	F8VRN5	uc001ryy.2	protein_coding	0	5	2	49	0	0	0	0	0	0	12	0	38	2	0	0	0	0	2	0	0	0	3	1
F8VRN5	F8VRN5	uc001ryz.1	protein_coding	0	3	1	30	0	0	0	0	0	0	2	0	28	1	0	0	0	0	1	0	0	0	2	1
F8VS99	F8VS99	uc009zps.3	protein_coding	0	3	3	11	0	0	1	0	0	0	2	0	7	3	0	0	0	0	0	0	0	0	3	1
F8VS99	F8VS99	uc009zpt.3	protein_coding	0	3	3	11	0	0	1	0	0	0	2	0	7	3	0	0	0	0	0	0	0	0	3	1
F8VS99	F8VS99	uc021qzk.1	protein_coding	0	3	3	11	0	0	1	0	0	0	2	0	7	3	0	0	0	0	0	0	0	0	3	1
F8VS99	F8VS99	uc021qzl.1	protein_coding	0	3	3	11	0	0	1	0	0	0	2	0	7	3	0	0	0	0	0	0	0	0	3	1
F8VSH2	F8VSH2	uc001szr.1	protein_coding	0	2	6	41	0	2	3	0	0	0	0	0	37	6	0	0	0	0	0	0	0	0	0	1
F8VTL3	F8VTL3	uc002glm.4	protein_coding	3	6	8	113	5	0	0	0	0	0	0	0	109	8	0	0	0	0	1	0	3	0	5	0
F8VY86	F8VY86	uc001zrq.4	protein_coding	3	5	15	39	1	0	1	0	0	0	1	0	35	15	0	0	0	0	2	0	3	0	4	2
F8VY86	F8VY86	uc010udp.2	protein_coding	3	5	15	39	1	0	0	0	0	0	1	0	30	15	0	0	0	0	2	0	3	0	4	8
F8W720	F8W720	uc011bom.2	protein_coding	0	1	1	43	0	0	1	0	0	0	1	0	42	1	0	0	0	0	1	0	0	0	0	0
F8W7D6	F8W7D6	uc010tst.2	protein_coding	1	5	7	109	3	2	7	0	0	0	1	0	99	7	0	0	1	0	0	0	0	0	3	0
F8W7H4	F8W7H4	uc011efq.2	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
F8W7U0	F8W7U0	uc002yte.3	protein_coding	1	4	4	77	6	0	0	0	0	0	2	0	67	4	0	0	0	0	1	0	1	0	3	3
F8W8Q9	F8W8Q9	uc010rmj.2	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
F8WAP6	F8WAP6	uc009wmc.2	protein_coding	1	7	8	51	14	3	6	0	0	0	0	0	33	8	0	0	1	0	1	0	0	0	3	0
F8WC68	F8WC68	uc003nyu.1	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
F8WC68	F8WC68	uc010jtl.1	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
F8WDM8	F8WDM8	uc009wcq.3	protein_coding	1	2	8	36	0	0	0	0	0	0	0	0	37	8	0	0	1	0	0	0	0	0	2	0
F8WES1	F8WES1	uc010gor.3	protein_coding	1	2	4	57	9	0	0	0	0	0	0	0	47	4	0	0	0	0	0	0	1	0	2	1
G1UI22	G1UI22	uc021zik.1	protein_coding	1	10	9	72	3	1	1	0	0	0	0	0	69	9	0	0	0	0	2	0	1	0	8	0
G3V0F9	G3V0F9	uc003eua.1	protein_coding	1	2	5	51	0	0	0	0	0	0	2	0	49	5	0	0	0	0	0	0	1	0	2	0
G3V1P1	G3V1P1	uc003zld.3	protein_coding	0	2	2	53	13	0	0	0	0	0	0	0	40	2	0	0	0	0	0	0	0	0	2	0
G3V1P7	G3V1P7	uc011lso.2	protein_coding	0	1	0	23	2	0	1	0	0	0	2	0	19	0	0	0	0	0	1	0	0	0	0	0
G3V1U0	G3V1U0	uc001rbx.3	protein_coding	0	1	10	41	1	0	2	0	0	0	1	0	38	10	0	0	0	0	1	0	0	0	0	0
G3V1Z6	G3V1Z6	uc003uyv.3	protein_coding	4	7	6	191	2	0	0	0	0	0	0	0	196	6	0	0	3	0	5	0	1	0	2	1
G3V2H5	G3V2H5	uc001jmr.1	protein_coding	1	0	0	23	1	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0
G3V2X0	G3V2X0	uc001waq.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
G3V582	G3V582	uc001xiw.3	protein_coding	0	3	2	76	0	2	7	0	0	0	1	0	68	2	0	0	0	0	0	0	0	0	1	0
G3XAB3	G3XAB3	uc001mxh.3	protein_coding	4	4	3	47	1	0	0	0	0	0	13	0	35	3	0	0	1	0	1	0	3	0	3	0
G3XAB3	G3XAB3	uc001mxj.3	protein_coding	3	2	3	43	1	0	1	0	0	0	13	0	23	3	0	0	0	0	1	0	3	0	1	6
G3XAC3	G3XAC3	uc010whn.2	protein_coding	0	2	5	56	4	0	0	0	0	0	0	0	52	5	0	0	0	0	0	0	0	0	2	0
G3XAD6	G3XAD6	uc011bzu.2	protein_coding	1	0	0	51	1	0	3	0	0	0	5	1	42	0	0	0	0	0	0	0	0	0	0	0
G3XAG8	G3XAG8	uc003axe.3	protein_coding	3	2	1	45	6	0	1	0	0	0	0	0	26	1	0	0	2	0	0	0	1	0	2	14
G3XAN8	G3XAN8	uc001pmx.3	protein_coding	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
G5E968	G5E968	uc001ybd.4	protein_coding	1	2	3	30	2	0	3	0	0	0	0	0	25	3	0	0	0	0	0	0	1	0	2	0
G5E975	G5E975	uc002zyd.3	protein_coding	1	2	6	34	2	0	0	0	0	0	0	0	32	6	0	0	0	0	0	0	1	0	2	0
G5E9C1	G5E9C1	uc002vmt.2	protein_coding	0	3	5	38	7	2	3	0	0	0	0	0	28	5	0	0	0	0	1	0	0	0	1	0
G5E9P9	G5E9P9	uc003htv.4	protein_coding	0	1	4	33	2	0	0	0	0	0	0	0	31	4	0	0	0	0	1	0	0	0	1	0
G5E9Q2	G5E9Q2	uc001efi.3	protein_coding	0	1	8	34	4	0	1	0	0	0	0	0	29	8	0	0	0	0	0	0	0	0	1	0
G5E9S3	G5E9S3	uc002uya.4	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
G5E9S3	G5E9S3	uc031rqr.1	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
G5E9U7	G5E9U7	uc003fgp.3	protein_coding	0	0	1	15	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0
G5E9V1	G5E9V1	uc003dug.3	protein_coding	0	3	0	28	3	0	0	0	0	0	1	0	25	0	0	0	0	0	1	0	0	0	2	0
G5E9V8	G5E9V8	uc003doo.3	protein_coding	2	1	3	114	6	1	2	0	0	0	0	0	106	3	0	0	0	0	0	0	2	0	0	0
G5EA18	G5EA18	uc003xzq.3	protein_coding	0	2	1	54	6	1	1	0	0	0	6	0	41	1	0	0	0	0	0	0	0	0	1	0
G5EA48	G5EA48	uc001srv.2	protein_coding	1	6	7	63	4	0	0	0	0	0	0	0	59	7	0	0	0	0	2	0	1	0	5	1
G8JLB6	G8JLB6	uc021yjd.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
H0Y325	H0Y325	uc003qor.4	protein_coding	2	9	15	76	6	0	0	0	0	0	1	0	69	15	0	0	1	0	2	0	1	0	9	1
H0Y470	H0Y470	uc002rys.3	protein_coding	1	0	5	47	0	0	0	0	0	0	2	0	41	5	0	0	0	0	0	0	1	0	0	4
H0Y472	H0Y472	uc003lfx.1	protein_coding	2	2	5	37	0	0	1	0	0	0	1	0	30	5	0	0	0	0	1	0	2	0	1	6
H0Y4P6	H0Y4P6	uc003lfw.3	protein_coding	2	1	8	41	0	0	0	0	0	0	15	0	20	8	0	0	0	0	1	0	2	0	1	6
H0Y4W2	H0Y4W2	uc003upr.3	protein_coding	0	14	34	143	1	0	0	0	0	0	0	0	134	34	0	0	0	0	6	0	0	0	9	13
H0Y4Z0	H0Y4Z0	uc010bsn.4	protein_coding	0	2	0	23	7	1	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0
H0Y7J7	H0Y7J7	uc002ytg.1	protein_coding	0	0	0	22	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	9
H0Y7Y3	H0Y7Y3	uc010jfl.3	protein_coding	2	0	7	32	0	0	1	0	0	0	15	0	15	7	0	0	0	0	1	0	2	0	0	1
H0Y7Z1	H0Y7Z1	uc010zjp.2	protein_coding	3	7	3	49	2	1	2	0	0	0	0	0	43	3	0	0	0	0	1	0	3	0	5	3
H0Y806	H0Y806	uc010hgl.1	protein_coding	0	0	1	28	0	0	0	0	0	0	3	0	18	1	0	0	0	0	0	0	0	0	0	7
H0Y882	H0Y882	uc003dok.3	protein_coding	2	0	3	52	6	0	0	0	0	0	0	0	45	3	0	0	0	0	0	0	2	0	0	1
H0Y9K2	H0Y9K2	uc003euy.1	protein_coding	0	0	1	16	10	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2
H0YBA1	H0YBA1	uc011kyj.2	protein_coding	0	1	2	40	2	0	1	0	0	0	0	0	34	2	0	0	0	0	1	0	0	0	0	4
H0YBF7	H0YBF7	uc003ysz.2	protein_coding	0	2	11	68	3	0	0	0	0	0	2	0	62	11	0	0	0	0	1	0	0	0	1	2
H0YBG3	H0YBG3	uc003ysh.1	protein_coding	0	2	3	23	0	2	9	0	0	0	6	0	8	3	0	0	0	0	0	0	0	0	0	0
H0YD48	H0YD48	uc001pbo.1	protein_coding	0	0	0	30	0	0	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	6
H0YDU7	H0YDU7	uc001pkd.4	protein_coding	1	1	1	14	2	1	2	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0	0	6
H0YDU7	H0YDU7	uc001pkf.3	protein_coding	1	0	1	16	0	0	0	0	0	0	2	0	7	1	0	0	1	0	0	0	0	0	0	8
H0YGE2	H0YGE2	uc021tiv.1	protein_coding	0	11	20	90	0	0	1	0	0	0	9	0	70	20	0	0	0	0	3	0	0	0	9	12
H0YGE2	H0YGE2	uc021tiw.1	protein_coding	0	11	18	92	0	0	1	0	0	0	9	0	72	18	0	0	0	0	2	0	0	0	9	12
H0YGH1	H0YGH1	uc002gks.3	protein_coding	1	1	4	32	1	0	1	0	0	0	0	0	6	4	0	0	0	0	0	0	1	0	1	24
H0YGT6	H0YGT6	uc002ekr.1	protein_coding	1	6	9	84	2	0	1	0	0	0	0	0	60	9	0	0	1	0	3	0	0	0	3	24
H0YHT2	H0YHT2	uc001rlw.3	protein_coding	2	5	6	32	1	0	1	0	0	0	0	0	26	6	0	0	0	0	0	0	2	0	5	4
H0YI78	H0YI78	uc001rlv.3	protein_coding	2	4	5	27	1	0	0	0	0	0	0	0	23	5	0	0	0	0	0	0	2	0	4	3
H0YIE6	H0YIE6	uc001tiv.4	protein_coding	0	0	0	7	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1
H0YJG4	H0YJG4	uc001wav.1	protein_coding	1	1	3	32	0	0	0	0	0	0	11	0	16	3	0	0	1	0	0	0	0	0	1	6
H0YK33	H0YK33	uc002bpn.4	protein_coding	0	0	3	15	4	0	0	0	0	0	3	0	8	3	0	0	0	0	0	0	0	0	0	0
H0YL38	H0YL38	uc002adw.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
H0YN72	H0YN72	uc001woz.4	protein_coding	0	1	2	25	0	0	0	0	0	0	23	0	2	2	0	0	0	0	0	0	0	0	1	0
H0YNP8	H0YNP8	uc010ugp.2	protein_coding	2	1	1	30	7	0	0	0	0	0	1	0	13	1	0	0	0	0	1	0	2	0	1	9
H3BLS9	H3BLS9	uc003lft.1	protein_coding	1	0	5	39	0	0	0	0	0	0	9	0	29	5	0	0	0	0	1	0	1	0	0	1
H3BLW1	H3BLW1	uc001hsp.2	protein_coding	1	9	9	55	0	0	0	0	0	0	16	0	22	9	0	0	1	0	1	0	0	0	8	19
H3BMB5	H3BMB5	uc010buy.3	protein_coding	0	0	1	7	3	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
H3BMM1	H3BMM1	uc010biq.4	protein_coding	0	7	5	84	3	5	10	0	0	0	5	0	67	5	0	0	0	0	1	0	0	0	1	0
H3BNH2	H3BNH2	uc010cif.1	protein_coding	0	2	7	62	0	0	0	0	0	0	10	0	52	7	0	0	0	0	0	0	0	0	2	0
H3BQH2	H3BQH2	uc010vio.1	protein_coding	1	1	3	8	0	0	0	0	0	0	2	0	6	3	0	0	0	0	0	0	1	0	1	0
H3BRM9	H3BRM9	uc010ses.2	protein_coding	1	1	2	47	0	0	1	0	0	0	0	0	33	2	0	0	0	0	0	0	1	0	1	13
H3BSR3	H3BSR3	uc002dvf.3	protein_coding	0	0	0	26	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
H3BST3	H3BST3	uc031qsr.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
H3BSW9	H3BSW9	uc002egn.1	protein_coding	0	0	1	18	0	0	0	0	0	0	9	0	9	1	0	0	0	0	0	0	0	0	0	0
H3BT57	H3BT57	uc002awj.1	protein_coding	1	2	5	20	11	0	0	0	0	0	2	0	7	5	0	0	0	0	0	0	1	0	2	0
H3BUJ5	H3BUJ5	uc002awx.3	protein_coding	0	0	4	20	7	0	1	0	0	0	2	0	9	4	0	0	0	0	0	0	0	0	0	1
H3BV44	H3BV44	uc002atk.3	protein_coding	1	0	11	46	0	0	2	0	0	0	0	0	35	11	0	0	0	0	1	0	1	0	0	9
H3BV44	H3BV44	uc002atm.1	protein_coding	0	0	5	25	0	0	2	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	9
H3BVG6	H3BVG6	uc010bcg.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
H6UMI1	H6UMI1	uc031qym.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
H7BXI6	H7BXI6	uc001itb.3	protein_coding	0	0	4	29	4	0	0	0	0	0	2	0	23	4	0	0	0	0	0	0	0	0	0	0
H7BXU7	H7BXU7	uc009xpk.1	protein_coding	2	2	5	19	0	0	0	0	0	0	9	0	6	5	0	0	0	0	0	0	2	0	2	4
H7BXY1	H7BXY1	uc004bhw.4	protein_coding	0	5	1	44	7	3	7	0	0	0	0	0	29	1	0	0	0	0	1	0	0	0	1	2
H7BXY1	H7BXY1	uc031tev.1	protein_coding	0	3	1	18	7	1	3	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	1	4
H7BXY5	H7BXY5	uc001dif.1	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
H7BYM6	H7BYM6	uc011dso.2	protein_coding	0	2	2	18	5	0	1	0	0	0	1	0	11	2	0	0	0	0	0	0	0	0	2	0
H7C105	H7C105	uc010gvg.4	protein_coding	0	0	0	21	3	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	12
H7C162	H7C162	uc001wyp.1	protein_coding	0	7	0	33	0	1	1	0	0	0	6	0	26	0	0	0	0	0	1	0	0	0	6	0
H7C2C6	H7C2C6	uc002ryw.3	protein_coding	2	1	5	46	0	0	3	0	0	0	12	0	27	5	0	0	0	0	0	0	2	0	1	4
H7C2F5	H7C2F5	uc003lfv.1	protein_coding	0	0	2	36	0	0	0	0	0	0	9	0	20	2	0	0	0	0	0	0	0	0	0	7
H7C2W8	H7C2W8	uc011dbd.2	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
